Firstdate,Lastdate,Nusers,Mean_dr,Sum_dr
2019-12-31,2020-01-29,15, 33.41177509732391, 501.17662645985865
2020-01-01,2020-01-30,16, 31.92316561106028, 510.7706497769645
2020-01-02,2020-01-31,16, 31.015356229799725, 496.2456996767956
2020-01-03,2020-02-01,17, 30.245132893972695, 514.1672591975358
2020-01-04,2020-02-02,17, 30.49800923397873, 518.4661569776384
2020-01-05,2020-02-03,17, 29.800652294011652, 506.61108899819806
2020-01-06,2020-02-04,16, 30.778901002494393, 492.4624160399103
2020-01-07,2020-02-05,16, 29.593559772182147, 473.49695635491435
2020-01-08,2020-02-06,14, 32.282378425296244, 451.95329795414744
2020-01-09,2020-02-07,16, 29.235292465079176, 467.7646794412668
2020-01-10,2020-02-08,14, 32.262489802292244, 451.6748572320914
2020-01-11,2020-02-09,13, 32.50389413694092, 422.550623780232
2020-01-12,2020-02-10,13, 28.996586456158322, 376.9556239300582
2020-01-13,2020-02-11,15, 29.247232162579127, 438.70848243868693
2020-01-14,2020-02-12,15, 30.474521372956644, 457.11782059434967
2020-01-15,2020-02-13,16, 29.08129000138389, 465.30064002214226
2020-01-16,2020-02-14,16, 28.9680989383286, 463.4895830132576
2020-01-17,2020-02-15,16, 29.284180983612313, 468.546895737797
2020-01-18,2020-02-16,16, 30.473370152484616, 487.57392243975386
2020-01-19,2020-02-17,16, 30.546107362406836, 488.7377177985094
2020-01-20,2020-02-18,17, 29.524669747609313, 501.9193857093583
2020-01-21,2020-02-19,16, 31.0621771722767, 496.9948347564272
2020-01-22,2020-02-20,16, 30.190638399393467, 483.0502143902955
2020-01-23,2020-02-21,16, 29.60627751672748, 473.7004402676397
2020-01-24,2020-02-22,15, 32.95611175398717, 494.3416763098076
2020-01-25,2020-02-23,16, 30.648179755641102, 490.37087609025764
2020-01-26,2020-02-24,16, 31.157097661415122, 498.51356258264195
2020-01-27,2020-02-25,16, 32.997275107485905, 527.9564017197745
2020-01-28,2020-02-26,16, 34.08576507202141, 545.3722411523426
2020-01-29,2020-02-27,16, 34.24330134056048, 547.8928214489677
2020-01-30,2020-02-28,16, 33.42446738631391, 534.7914781810225
2020-01-31,2020-02-29,16, 34.24221803014772, 547.8754884823635
2020-02-01,2020-03-01,17, 32.02788705985647, 544.4740800175599
2020-02-02,2020-03-02,16, 31.833701009971115, 509.33921615953784
2020-02-03,2020-03-03,16, 31.043880242181736, 496.70208387490777
2020-02-04,2020-03-04,16, 32.03998700839864, 512.6397921343782
2020-02-05,2020-03-05,16, 34.2769489849405, 548.431183759048
2020-02-06,2020-03-06,16, 33.97432489587175, 543.589198333948
2020-02-07,2020-03-07,16, 35.32073635062007, 565.1317816099212
2020-02-08,2020-03-08,14, 37.67693324296781, 527.4770654015493
2020-02-09,2020-03-09,16, 35.767050281239435, 572.272804499831
2020-02-10,2020-03-10,14, 38.4427530962402, 538.1985433473628
2020-02-11,2020-03-11,14, 39.75784746142839, 556.6098644599974
2020-02-12,2020-03-12,12, 43.17136335255335, 518.0563602306402
2020-02-13,2020-03-13,12, 45.8026347775456, 549.6316173305472
2020-02-14,2020-03-14,12, 44.78346152049064, 537.4015382458877
2020-02-15,2020-03-15,12, 44.506544257946665, 534.07853109536
2020-02-16,2020-03-16,12, 43.36090647024582, 520.3308776429499
2020-02-17,2020-03-17,12, 42.67353004775497, 512.0823605730596
2020-02-18,2020-03-18,12, 41.5795713706866, 498.95485644823924
2020-02-19,2020-03-19,12, 40.9483218676004, 491.3798624112048
2020-02-20,2020-03-20,13, 41.22254595629191, 535.8930974317948
2020-02-21,2020-03-21,13, 40.44531156522588, 525.7890503479364
2020-02-22,2020-03-22,10, 46.4735260412388, 464.735260412388
2020-02-23,2020-03-23,10, 46.48304950057422, 464.8304950057422
2020-02-24,2020-03-24,10, 44.62123106750014, 446.2123106750014
2020-02-25,2020-03-25,10, 47.29438118876412, 472.94381188764123
2020-02-26,2020-03-26,10, 45.7538308353724, 457.53830835372395
2020-02-27,2020-03-27,8, 51.792074987970594, 414.33659990376475
2020-02-28,2020-03-28,8, 49.64543522260787, 397.163481780863
2020-02-29,2020-03-29,8, 51.495747101093365, 411.9659768087469
2020-03-01,2020-03-30,7, 50.97628864332804, 356.8340205032963
2020-03-02,2020-03-31,7, 49.90937001905362, 349.36559013337535
2020-03-03,2020-04-01,7, 48.533817692533034, 339.73672384773124
2020-03-04,2020-04-02,7, 48.210044947238714, 337.470314630671
2020-03-05,2020-04-03,7, 48.544919057917404, 339.8144334054218
2020-03-06,2020-04-04,7, 47.08224213237715, 329.57569492664004
