Firstdate,Lastdate,Nusers,Nusers_core,Ncore_frac,Nusers_per,Nlinks,Nlinks_core,Nlinks_per,Nlinks_core_per,L/N core,L/N per,L/N core-per
2016-12-16,2017-01-14,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-17,2017-01-15,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-18,2017-01-16,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-19,2017-01-17,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-20,2017-01-18,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-21,2017-01-19,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-22,2017-01-20,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-23,2017-01-21,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-24,2017-01-22,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-25,2017-01-23,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-26,2017-01-24,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-27,2017-01-25,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-28,2017-01-26,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-29,2017-01-27,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-30,2017-01-28,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-31,2017-01-29,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2017-01-01,2017-01-30,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2017-01-02,2017-01-31,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2017-01-03,2017-02-01,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2017-01-04,2017-02-02,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2017-02-01,2017-03-02,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-02,2017-03-03,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-03,2017-03-04,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-04,2017-03-05,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-05,2017-03-06,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-06,2017-03-07,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-07,2017-03-08,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-08,2017-03-09,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-09,2017-03-10,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-10,2017-03-11,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-11,2017-03-12,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-12,2017-03-13,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-13,2017-03-14,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-14,2017-03-15,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-15,2017-03-16,6,1,16.666666666666668,5,5,0,0,5,0.0,0.0,0.8333333333333334
2017-02-16,2017-03-17,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2017-02-17,2017-03-18,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2017-02-18,2017-03-19,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2017-02-19,2017-03-20,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2017-02-20,2017-03-21,9,1,11.11111111111111,8,9,0,2,7,0.0,0.25,1.0
2017-02-21,2017-03-22,9,1,11.11111111111111,8,9,0,2,7,0.0,0.25,1.0
2017-02-22,2017-03-23,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-23,2017-03-24,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-24,2017-03-25,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-25,2017-03-26,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-26,2017-03-27,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-27,2017-03-28,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-02-28,2017-03-29,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-01,2017-03-30,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-02,2017-03-31,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-03,2017-04-01,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-04,2017-04-02,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-05,2017-04-03,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-06,2017-04-04,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-07,2017-04-05,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-08,2017-04-06,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-09,2017-04-07,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-10,2017-04-08,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-11,2017-04-09,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-12,2017-04-10,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-13,2017-04-11,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-14,2017-04-12,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-15,2017-04-13,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-16,2017-04-14,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-17,2017-04-15,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-18,2017-04-16,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-19,2017-04-17,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-20,2017-04-18,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2017-03-21,2017-04-19,7,1,14.285714285714286,6,7,0,0,7,0.0,0.0,1.0
2018-08-31,2018-09-29,2039,82,4.0215792054928885,1957,8463,2209,1143,5111,26.9390243902439,0.5840572304547778,2.9509237875288683
2018-09-01,2018-09-30,2164,86,3.9741219963031424,2078,9041,2379,1241,5421,27.662790697674417,0.5972088546679499,2.9818481848184817
2018-09-02,2018-10-01,2212,89,4.023508137432188,2123,9407,2497,1269,5641,28.0561797752809,0.5977390485162506,3.010138740661686
2018-09-03,2018-10-02,2252,106,4.706927175843695,2146,9699,2928,1061,5710,27.62264150943396,0.49440820130475305,2.9327170005136107
2018-09-04,2018-10-03,2279,106,4.651162790697675,2173,9932,2992,1100,5840,28.22641509433962,0.5062126092959043,2.967479674796748
2018-09-05,2018-10-04,2304,113,4.904513888888889,2191,10115,3168,1029,5918,28.035398230088497,0.4696485623003195,2.935515873015873
2018-09-06,2018-10-05,2336,113,4.837328767123288,2223,10390,3230,1062,6098,28.58407079646018,0.4777327935222672,2.9862879529872672
2018-09-07,2018-10-06,2367,116,4.900718208702999,2251,10634,3383,1046,6205,29.163793103448278,0.4646823633940471,2.9860442733397496
2018-09-08,2018-10-07,2410,113,4.6887966804979255,2297,10941,3453,1138,6350,30.557522123893804,0.4954288202002612,3.016627078384798
2018-09-09,2018-10-08,2442,123,5.036855036855036,2319,11248,3812,1002,6434,30.991869918699187,0.4320827943078913,2.977325312355391
2018-09-10,2018-10-09,2491,121,4.857486953030912,2370,11613,3871,1100,6642,31.99173553719008,0.4641350210970464,3.019090909090909
2018-09-11,2018-10-10,2514,124,4.932378679395386,2390,11876,4048,1051,6777,32.645161290322584,0.4397489539748954,3.0403768506056528
2018-09-12,2018-10-11,2492,123,4.935794542536115,2369,11767,4080,1038,6649,33.170731707317074,0.4381595609962009,3.0222727272727274
2018-09-13,2018-10-12,2449,118,4.8182931808901595,2331,11549,3999,1034,6516,33.889830508474574,0.4435864435864436,3.019462465245598
2018-09-14,2018-10-13,2374,117,4.928390901432182,2257,11291,3902,938,6451,33.35042735042735,0.4155959237926451,3.0587956377430063
2018-09-15,2018-10-14,2254,112,4.968944099378882,2142,10656,3689,952,6015,32.9375,0.4444444444444444,3.028700906344411
2018-09-16,2018-10-15,2105,98,4.655581947743468,2007,9946,3305,1031,5610,33.724489795918366,0.513702042850025,3.094318808604523
2018-09-17,2018-10-16,2011,93,4.624564893088016,1918,9595,3144,1003,5448,33.806451612903224,0.5229405630865485,3.123853211009174
2018-09-18,2018-10-17,1947,93,4.776579352850539,1854,9309,3079,927,5303,33.10752688172043,0.5,3.1084407971864008
2018-09-19,2018-10-18,1869,90,4.815409309791332,1779,9003,2941,925,5137,32.67777777777778,0.5199550309162451,3.1265976871576386
2018-09-20,2018-10-19,1823,91,4.991771804717499,1732,8735,2908,894,4933,31.956043956043956,0.5161662817551963,3.08505315822389
2018-09-21,2018-10-20,1783,96,5.38418395961862,1687,8563,2948,791,4824,30.708333333333332,0.46887966804979253,3.066751430387794
2018-09-22,2018-10-21,1760,94,5.340909090909091,1666,8446,2870,812,4764,30.53191489361702,0.48739495798319327,3.0735483870967744
2018-09-23,2018-10-22,1752,88,5.0228310502283104,1664,8271,2720,900,4651,30.90909090909091,0.5408653846153846,3.071994715984148
2018-09-24,2018-10-23,1729,95,5.4945054945054945,1634,8198,2810,793,4595,29.57894736842105,0.48531211750305997,3.0270092226613965
2018-09-25,2018-10-24,1705,95,5.571847507331379,1610,8084,2795,785,4504,29.42105263157895,0.48757763975155277,3.008684034736139
2018-09-26,2018-10-25,1643,90,5.477784540474741,1553,7891,2650,839,4402,29.444444444444443,0.5402446877012235,3.11095406360424
2018-09-27,2018-10-26,1603,95,5.926388022457892,1508,7730,2725,741,4264,28.68421052631579,0.49137931034482757,3.034875444839858
2018-09-28,2018-10-27,1562,91,5.825864276568502,1471,7504,2543,796,4165,27.945054945054945,0.5411284840244731,3.071533923303835
2018-09-29,2018-10-28,1524,97,6.364829396325459,1427,7236,2569,676,3991,26.484536082474225,0.47372109320252276,2.9805825242718447
2018-09-30,2018-10-29,1498,91,6.074766355140187,1407,7146,2448,680,4018,26.9010989010989,0.48329779673063256,3.037037037037037
2018-10-01,2018-10-30,1398,81,5.793991416309013,1317,6724,2202,701,3821,27.185185185185187,0.5322703113135915,3.081451612903226
2018-10-02,2018-10-31,1354,83,6.129985228951256,1271,6514,2233,647,3634,26.903614457831324,0.5090479937057435,3.0435510887772192
2018-10-03,2018-11-01,1347,87,6.458797327394209,1260,6481,2303,608,3570,26.471264367816094,0.48253968253968255,2.9651162790697674
2018-10-04,2018-11-02,1341,83,6.1894108873974645,1258,6381,2162,609,3610,26.048192771084338,0.4841017488076312,3.0083333333333333
2018-10-05,2018-11-03,1315,81,6.159695817490494,1234,6295,2116,585,3594,26.123456790123456,0.4740680713128039,3.0431837425910246
2018-10-06,2018-11-04,1301,75,5.764796310530361,1226,6126,1916,637,3573,25.546666666666667,0.5195758564437194,3.0908304498269894
2018-10-07,2018-11-05,1275,68,5.333333333333333,1207,5968,1747,724,3497,25.691176470588236,0.59983429991715,3.136322869955157
2018-10-08,2018-11-06,1253,78,6.225059856344773,1175,5793,1888,584,3321,24.205128205128204,0.4970212765957447,2.9865107913669067
2018-10-09,2018-11-07,1235,79,6.396761133603239,1156,5613,1856,568,3189,23.49367088607595,0.4913494809688581,2.9043715846994536
2018-10-10,2018-11-08,1228,79,6.4332247557003255,1149,5503,1833,519,3151,23.20253164556962,0.4516971279373368,2.85675430643699
2018-10-11,2018-11-09,1230,85,6.9105691056910565,1145,5426,1943,509,2974,22.858823529411765,0.44454148471615723,2.706096451319381
2018-10-12,2018-11-10,1173,91,7.757885763000853,1082,5089,2005,418,2666,22.032967032967033,0.38632162661737524,2.4962546816479403
2018-10-13,2018-11-11,1124,82,7.295373665480427,1042,4778,1760,478,2540,21.463414634146343,0.45873320537428025,2.54
2018-10-14,2018-11-12,1111,82,7.380738073807381,1029,4641,1688,417,2536,20.585365853658537,0.40524781341107874,2.5284147557328014
2018-10-15,2018-11-13,1110,78,7.027027027027027,1032,4610,1609,507,2494,20.628205128205128,0.49127906976744184,2.5448979591836736
2018-10-16,2018-11-14,1125,82,7.288888888888889,1043,4576,1668,507,2401,20.341463414634145,0.48609779482262705,2.4525025536261493
2018-10-17,2018-11-15,1112,79,7.10431654676259,1033,4457,1611,539,2307,20.39240506329114,0.5217812197483059,2.4106583072100314
2018-10-18,2018-11-16,1081,74,6.845513413506013,1007,4299,1489,558,2252,20.12162162162162,0.5541211519364448,2.4267241379310347
2018-10-19,2018-11-17,1066,82,7.6923076923076925,984,4199,1583,420,2196,19.304878048780488,0.4268292682926829,2.348663101604278
2018-10-20,2018-11-18,1059,74,6.987724268177526,985,4068,1433,487,2148,19.364864864864863,0.49441624365482234,2.3946488294314383
2018-10-21,2018-11-19,1057,71,6.717123935666982,986,4009,1405,490,2114,19.788732394366196,0.4969574036511156,2.346281908990011
2018-10-22,2018-11-20,1058,78,7.3724007561436675,980,4021,1517,409,2095,19.44871794871795,0.4173469387755102,2.2697724810400866
2018-10-23,2018-11-21,1060,77,7.264150943396227,983,4007,1478,390,2139,19.194805194805195,0.3967446592065107,2.302475780409042
2018-10-24,2018-11-22,1045,75,7.177033492822966,970,3956,1451,407,2098,19.346666666666668,0.4195876288659794,2.308030803080308
2018-10-25,2018-11-23,1048,67,6.393129770992366,981,3882,1309,472,2101,19.53731343283582,0.48114169215086644,2.3633295838020247
2018-10-26,2018-11-24,1042,65,6.2380038387715935,977,3830,1270,474,2086,19.53846153846154,0.4851586489252815,2.378563283922463
2018-10-27,2018-11-25,1053,63,5.982905982905983,990,3836,1237,488,2111,19.634920634920636,0.49292929292929294,2.4043280182232345
2018-10-28,2018-11-26,1042,59,5.662188099808062,983,3805,1208,555,2042,20.47457627118644,0.5645981688708036,2.419431279620853
2018-10-29,2018-11-27,1037,60,5.785920925747348,977,3742,1201,537,2004,20.016666666666666,0.5496417604912999,2.3942652329749103
2018-10-30,2018-11-28,1002,59,5.888223552894211,943,3624,1153,543,1928,19.54237288135593,0.5758218451749735,2.380246913580247
