Firstdate,Lastdate,Nusers,Nusers_core,Ncore_frac,Nusers_per,Nlinks,Nlinks_core,Nlinks_per,Nlinks_core_per,L/N core,L/N per,L/N core-per
2016-12-04,2017-01-02,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-05,2017-01-03,2,2,100.0,0,1,1,0,0,0.5,0.0,0.0
2016-12-06,2017-01-04,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-07,2017-01-05,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-08,2017-01-06,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-09,2017-01-07,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-10,2017-01-08,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-11,2017-01-09,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-12,2017-01-10,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-13,2017-01-11,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-14,2017-01-12,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
2016-12-15,2017-01-13,3,3,100.0,0,2,2,0,0,0.6666666666666666,0.0,0.0
